"Age" "Gender" "BMI" "Depression" "Depressed" "Sports" "Healthy_eating" "Dancing" "Music" "Slow_vs_Fast" "Dance" "Folk" "Country" "Classical" "Musical" "Pop" "Rock" "Metal_Hardrock" "Punk" "Hiphop_Rap" "Reggae_Ska" "Swing_Jazz" "Rocknroll" "Alternative" "Latino" "Techno_Trance" "Opera" "Movies" "Horror" "Thriller" "Comedy" "Romantic" "Sci-fi" "War" "Tales" "Animated" "Documentary" "Western" "Action"
"286" 17 "male" 21.3294375456538 3.1 FALSE 4 3 4 5 5 4 3 2 3 3 4 4 2 2 4 4 4 3 2 2 4 2 5 5 4 5 3 4 5 3 3 4 2 3
"287" 17 "male" 20.7612456747405 2.7 FALSE 1 3 1 5 4 3 1 2 3 2 5 3 1 2 3 3 3 2 3 1 4 2 5 5 4 5 3 4 1 3 5 5 1 3
"288" 17 "male" 22.9440888781548 2.1 FALSE 3 4 2 5 3 5 1 2 3 2 3 3 1 1 5 2 2 1 2 1 5 3 5 2 2 5 1 2 5 5 5 5 3 4
"289" 18 "female" 19.53125 2.2 FALSE 4.5 4 2 5 3 2 2 1 5 3 2 5 5 5 1 3 3 5 5 2 1 3 5 1 2 5 5 1 3 5 5 5 1 2
"290" 18 "female" 21.2305720237141 3 FALSE 1.5 1 1 5 1 1 3 2 5 3 2 3 1 2 3 3 2 2 4 2 1 3 4 2 2 4 4 4 5 3 3 5 1 2
"291" 16 "male" 18.210197710718 4.2 TRUE 5 2 5 5 4 1 1 1 1 1 2 2 2 2 5 1 1 1 1 1 5 1 5 5 5 5 1 4 5 1 1 4 5 5
"292" 20 "female" 22.7204383708109 2.7 FALSE 4 3 4 5 3 3 2 2 2 4 3 3 1 2 4 4 3 3 3 4 3 2 3 1 2 5 3 5 2 4 4 3 2 3
"293" 29 "female" 19.8412698412698 2.8 FALSE 3.5 3 5 5 4 3 5 2 2 5 5 4 2 2 1 2 2 5 2 5 1 2 4 2 5 4 3 1 2 5 5 4 1 1
"294" 24 "female" 22.9853975121687 2.5 FALSE 3.5 3 1 5 3 2 4 4 1 2 5 3 1 1 2 1 1 4 3 3 1 1 4 1 2 5 4 1 1 5 2 1 1 1
"295" 18 "female" 22.3081499107674 3 FALSE 3.5 3 1 4 3 4 2 1 1 2 4 4 3 4 2 3 2 2 2 2 3 1 4 1 3 5 3 5 4 2 1 1 1 5
"296" 17 "male" 20.4528853177502 2.9 FALSE 4 1 1 5 4 1 1 1 1 1 3 3 1 1 5 5 1 3 1 2 4 1 5 3 4 5 3 4 3 2 1 3 2 5
"297" 16 "male" 22.6421929718633 2.3 FALSE 3 4 5 5 4 3 5 2 5 5 4 2 1 1 1 2 5 5 3 3 2 5 5 1 1 5 2 3 1 5 5 5 3 4
"298" 17 "female" 22.4913494809689 2.8 FALSE 4.5 3 1 5 4 5 2 1 2 3 5 2 1 1 3 2 3 3 1 2 4 1 5 5 5 5 5 2 1 5 5 3 1 3
"299" 20 "male" 19.4457948468644 3 FALSE 3.5 2 1 2 3 4 2 2 1 1 4 4 3 3 2 3 1 1 3 1 2 1 5 3 3 4 2 5 3 2 5 2 3 5
"300" 16 "female" 22.0580511886839 2.6 FALSE 5 3 3 5 3 3 2 4 5 3 5 5 2 4 1 4 4 4 5 3 1 3 5 4 4 5 5 2 3 5 5 4 2 3
"301" 19 "male" 21.2760001119789 3.2 FALSE 3 4 1 5 5 2 1 3 2 1 2 5 5 1 1 1 1 5 1 2 1 2 5 2 5 5 3 3 5 3 2 5 5 4
"302" 18 "female" 21.7738423573813 3.6 TRUE 2 3 2 5 3 3 1 2 3 2 4 2 1 1 4 2 2 3 5 2 1 3 5 4 4 5 4 2 2 2 2 3 2 2
"303" 20 "female" 22.7614675359747 2.2 FALSE 2.5 3 3 5 3 3 3 2 4 4 4 4 2 3 3 2 2 2 3 2 3 4 5 1 4 4 5 3 4 5 5 3 2 3
"304" 19 "male" 24.6913580246914 3.2 FALSE 5 3 1 5 4 2 1 3 1 2 4 3 1 1 5 2 1 2 1 3 2 1 5 2 4 5 3 3 4 5 5 2 2 4
"305" 18 "male" 21.6216216216216 2.6 FALSE 4 5 1 4 4 3 3 4 4 4 5 5 3 2 4 4 3 4 2 3 2 3 4 3 2 5 2 5 3 4 4 4 4 4
"306" 21 "male" 29.9616116850286 2.1 FALSE 5 5 1 5 4 3 1 1 2 2 2 4 4 3 5 2 2 1 1 4 3 2 4 2 2 5 4 4 4 5 5 4 2 3
"307" 19 "male" 23.5294117647059 2.7 FALSE 3.5 3 2 4 3 5 3 3 2 1 3 5 2 1 3 3 3 4 1 2 2 3 5 2 2 5 3 3 5 3 2 4 3 3
"308" 20 "female" 21.2665406427221 2.7 FALSE 3 1 1 5 3 4 2 4 3 2 5 2 1 2 4 4 2 3 1 3 2 3 5 1 2 5 5 3 3 5 5 5 3 4
"309" 23 "female" 19.1358024691358 4 TRUE 5 2 4 5 3 4 1 2 1 3 5 5 1 1 5 5 3 4 3 3 1 2 5 1 2 5 5 1 2 5 3 3 2 4
"310" 19 "female" 21.0480476121353 2.6 FALSE 4 3 4 5 1 3 5 5 5 2 2 5 4 2 3 4 5 1 1 1 1 1 5 5 4 5 4 3 1 5 5 2 1 2
"311" 19 "female" 17.9282154254366 2.9 FALSE 2.5 4 2 5 3 1 3 2 4 5 3 5 3 5 2 4 1 4 4 4 1 5 5 1 4 2 3 4 3 2 2 4 3 4
"312" 20 "male" 23.6712536295922 2.6 FALSE 5 4 1 2 4 4 2 3 3 2 4 5 4 3 3 3 2 4 3 1 2 1 5 2 4 3 2 1 4 1 1 4 4 5
"313" 24 "male" 22.8571428571429 2.2 FALSE 3.5 4 1 5 3 2 2 3 4 2 1 5 4 5 1 5 4 5 5 1 2 4 5 1 5 2 2 1 5 2 2 5 3 4
"314" 19 "male" 23.5457063711911 2.9 FALSE 3.5 4 1 5 2 2 1 2 2 2 4 4 2 2 3 3 1 1 1 1 3 1 5 5 5 5 2 5 4 3 3 3 4 5
"315" 20 "male" 21.1463199091024 2.9 FALSE 5 3 2 5 3 3 1 3 4 1 5 5 4 4 1 2 5 5 5 1 3 1 5 2 4 5 4 5 5 3 3 5 2 5
"316" 19 "female" 20.5498866213152 2.8 FALSE 3 3 4 5 4 3 3 2 4 3 5 5 3 3 4 3 3 3 2 4 1 2 5 1 4 5 3 1 3 5 5 5 2 5
"317" 19 "female" 19.7055324211779 1.5 FALSE 3.5 1 5 5 3 5 5 5 5 5 5 5 3 3 2 2 5 5 3 5 2 5 5 1 2 5 5 3 2 5 5 3 3 2
"318" 20 "male" 16.0141839915354 2.3 FALSE 1 2 1 4 4 2 2 2 2 2 2 4 2 5 1 4 2 3 4 2 4 2 4 3 3 4 3 5 4 3 5 5 1 4
"319" 20 "male" 23.7812128418549 3.5 TRUE 4.5 3 1 5 4 2 1 1 1 1 5 3 1 1 2 1 1 1 1 1 1 1 5 2 4 5 4 5 3 4 4 1 3 5
"320" 21 "female" 20.0154958677686 3.3 FALSE 4.5 4 3 5 3 5 2 2 1 2 5 3 1 1 3 3 2 2 1 2 3 1 5 3 4 5 5 2 4 5 3 3 2 2
"321" 17 "female" 28.0403781445281 3.4 TRUE 4 3 2 5 3 2 3 3 4 2 3 5 4 3 1 3 4 4 5 3 1 1 5 5 5 5 3 1 3 4 4 4 1 2
"322" 25 "male" 22.1297397278372 2.6 FALSE 4 3 5 5 3 5 4 3 4 5 4 4 2 2 3 3 4 3 2 4 2 4 5 3 4 5 3 4 4 5 5 4 3 5
"323" 20 "female" 20.0692041522491 2.7 FALSE 3 2 4 5 4 4 3 2 2 3 4 4 1 1 4 2 2 4 2 5 5 1 5 4 3 4 3 2 1 5 4 2 1 4
"324" 21 "female" 19.379197433927 2.4 FALSE 2.5 3 2 5 4 2 2 3 4 3 2 5 3 3 1 1 3 3 3 2 1 4 5 1 5 4 3 4 3 5 5 4 2 4
"325" 22 "male" 26.2965668371074 2.4 FALSE 2.5 4 1 5 3 2 2 2 3 4 3 5 3 4 3 3 3 3 5 1 2 3 5 5 5 5 4 2 1 4 4 5 1 5
"326" 19 "female" 20.0692041522491 3.1 FALSE 2.5 3 1 5 4 3 1 1 2 3 3 5 5 3 4 4 4 4 5 2 1 1 2 1 1 3 3 1 1 4 4 2 1 1
"327" 25 "male" 24.3024870597147 2.4 FALSE 4 4 3 5 3 5 4 4 5 4 4 5 3 3 4 5 5 5 4 5 3 3 5 3 3 5 5 5 4 5 5 4 4 5
"328" 19 "female" 19.9593554942662 2.4 FALSE 4 4 2 5 3 3 2 1 2 3 4 5 3 3 5 4 2 3 3 2 4 1 4 3 3 5 3 5 2 2 2 4 2 3
"329" 25 "female" 22.9481157445588 2.7 FALSE 3.5 3 3 5 3 5 2 2 2 4 5 2 1 1 5 5 3 3 2 5 2 1 5 5 5 5 5 1 1 5 5 3 1 5
"330" 25 "female" 21.0076677987465 3 FALSE 3 4 3 5 3 3 4 2 4 4 5 4 1 3 4 5 5 4 3 5 3 3 5 3 5 4 4 2 5 5 3 4 1 5
"331" 21 "female" 21.2585034013605 2.3 FALSE 5 4 2 5 4 3 2 2 3 3 3 2 1 1 2 2 4 3 2 5 1 2 5 3 3 4 4 3 3 4 4 4 2 2
"332" 20 "male" 20.5150864789799 2.3 FALSE 3 4 2 4 3 1 1 2 3 2 2 2 1 2 2 2 3 3 4 3 3 3 5 1 1 4 3 3 2 5 5 5 4 4
"333" 24 "female" 17.9981634527089 3.1 FALSE 3.5 3 3 4 4 3 3 3 3 3 3 3 2 1 3 3 3 3 2 2 1 2 4 2 2 4 4 3 3 4 3 3 2 4
"334" 30 "female" 18.359375 2.9 FALSE 1.5 2 3 5 4 4 3 1 3 2 4 3 1 1 5 3 1 2 2 5 2 1 5 4 5 4 4 2 3 5 5 3 3 3
"335" 21 "male" 24.2122933884298 2 FALSE 3 4 1 5 4 1 1 3 1 1 1 3 5 3 2 1 1 2 2 1 1 1 5 5 4 3 1 5 5 2 1 3 4 5
"336" 27 "male" 22.2569083130998 4 TRUE 4 2 1 5 3 3 1 1 2 1 3 4 2 1 1 2 2 3 2 2 1 1 4 2 4 4 3 1 2 4 3 3 1 4
"337" 21 "male" 22.9853975121687 2.1 FALSE 4.5 4 1 5 4 3 1 3 1 2 3 4 5 3 3 2 2 4 5 1 5 1 5 4 4 3 2 5 5 3 2 3 3 5
"338" 16 "female" 18.5901249256395 3.1 FALSE 1.5 2 1 5 3 3 4 2 5 4 3 3 1 1 2 3 4 3 1 2 2 5 2 2 2 4 4 4 1 3 3 2 2 3
"339" 21 "female" 24.4897959183673 3.4 TRUE 3 4 2 5 3 3 5 2 2 3 4 1 1 1 4 2 1 2 1 4 1 1 5 3 3 5 5 2 2 3 3 2 1 3
"340" 20 "female" 22.038567493113 2.4 FALSE 4.5 4 5 5 4 3 3 2 2 2 2 3 3 3 5 5 3 4 3 4 5 2 5 1 3 5 5 3 2 3 2 5 3 4
"341" 22 "female" 25.390625 2.3 FALSE 3 4 3 5 4 2 4 1 5 5 4 4 3 4 2 4 3 3 4 2 1 5 5 4 5 5 4 4 2 2 3 1 1 3
"342" 19 "male" 24.6913580246914 2.8 FALSE 1 2 1 5 3 4 1 2 3 1 4 2 1 1 3 3 2 2 2 1 4 3 5 2 3 4 2 4 4 4 4 4 2 4
"343" 20 "female" 31.1418685121107 2.8 FALSE 1.5 2 1 5 3 2 1 3 1 3 2 5 4 1 1 1 1 2 2 3 1 2 4 2 1 5 2 1 3 3 3 1 1 1
"344" 23 "male" 25.7959183673469 2.8 FALSE 2.5 2 1 2 3 2 3 3 3 4 3 4 2 2 2 4 2 4 3 3 1 3 4 2 2 5 3 4 2 5 4 5 3 3
"345" 20 "female" 20.4381655849977 2.9 FALSE 4 4 1 5 3 4 5 5 5 2 4 5 1 5 3 2 2 5 5 1 5 3 5 1 1 5 5 5 1 5 5 5 1 2
"346" 21 "female" 21.2585034013605 2.8 FALSE 3 3 3 5 3 4 5 1 4 5 5 4 1 1 3 3 4 4 1 5 4 4 5 1 3 5 5 5 1 5 5 3 1 3
"347" 19 "female" 15.967484395413 3 FALSE 2 3 4 5 3 4 2 3 3 3 3 3 1 3 3 3 5 3 2 2 2 2 5 3 3 5 3 2 4 5 5 4 2 3
"348" 21 "female" 21.5645449137418 3.4 TRUE 2 3 3 5 5 3 4 3 5 5 3 1 1 1 1 1 4 5 3 5 1 5 4 5 4 5 5 2 3 5 3 5 1 2
"349" 16 "female" 18.3654729109275 2.8 FALSE 3 3 5 5 4 5 1 5 1 5 4 4 1 3 4 2 3 4 3 2 4 1 5 2 3 5 5 3 2 2 2 1 5 2
"350" 20 "male" 27.1604938271605 2 FALSE 5 3 1 5 5 4 2 1 3 1 4 5 1 5 4 1 1 5 3 1 1 1 5 5 5 5 1 5 5 5 5 5 5 5
"351" 18 "female" 20.0474456213038 2.8 FALSE 3 3 4 5 3 3 2 2 3 4 5 5 1 1 4 2 4 3 1 5 2 2 5 1 3 4 5 2 3 5 5 2 1 3
"352" 21 "female" 19.1326530612245 3.3 FALSE 1.5 1 1 5 5 3 1 1 1 1 3 5 5 1 1 1 1 1 1 1 5 1 2 1 1 5 3 1 1 1 3 1 1 3
"353" 21 "male" 21.7051294327939 2.6 FALSE 4.5 3 1 5 3 4 3 1 2 2 4 4 4 4 2 2 2 4 2 2 3 2 5 3 3 4 2 3 5 3 3 4 2 5
"354" 18 "male" 20.0796012764889 1.7 FALSE 1 3 1 5 3 4 3 2 5 3 5 3 2 1 3 2 3 4 4 2 2 2 5 4 3 4 4 3 2 4 4 4 1 2
"355" 19 "female" 23.0545624644993 3.5 TRUE 3 2 3 5 3 3 1 1 1 1 5 5 1 2 4 2 1 5 3 3 3 1 5 5 5 5 4 1 3 5 5 4 1 1
"356" 18 "male" 18.5185185185185 3.5 TRUE 3.5 2 1 5 5 1 2 1 2 2 1 2 4 5 1 5 1 4 4 1 1 2 5 5 5 3 1 3 4 1 1 3 2 4
"357" 18 "female" 20.2812330989724 2.6 FALSE 2 3 1 5 1 4 4 2 2 3 5 1 1 1 1 2 1 2 2 4 1 2 5 1 5 5 4 3 1 3 3 3 1 2
"358" 23 "female" 21.2305720237141 2.6 FALSE 2 3 4 5 3 5 2 5 5 5 5 5 1 1 3 3 4 5 5 3 3 5 3 1 2 2 2 2 5 4 1 5 2 4
"359" 20 "female" 19.1000918273646 3.1 FALSE 2 3 1 5 4 1 1 1 3 1 2 5 3 5 1 3 2 1 1 1 1 3 5 1 3 5 1 2 3 5 5 5 1 4
"360" 18 "female" 19.4869614512472 3.1 FALSE 3.5 2 5 5 2 2 3 2 5 5 5 4 1 1 2 2 5 3 2 3 2 3 5 1 2 5 5 5 5 5 5 5 2 5
"361" 24 "female" 25.2173585757838 3.2 FALSE 2 3 2 5 2 3 2 1 3 3 5 4 3 3 1 3 3 3 3 3 2 3 4 4 5 4 1 1 1 4 5 4 1 1
"362" 21 "female" 21.9898923652637 4.2 TRUE 3 4 5 5 3 3 1 1 2 3 4 5 3 5 3 4 3 4 5 1 2 3 5 4 5 5 5 5 5 5 5 5 1 5
"363" 22 "female" 25.390625 3 FALSE 2.5 3 1 5 2 1 1 1 1 1 2 5 4 1 1 3 4 4 4 2 1 1 4 1 4 4 2 3 3 4 4 4 1 1
"364" 19 "male" 23.7654320987654 2.7 FALSE 1 3 1 5 3 3 3 1 5 1 2 3 1 2 2 3 5 3 5 3 2 4 5 2 4 4 3 4 2 5 5 5 1 3
"365" 18 "female" 20.8209399167162 2.9 FALSE 4 3 4 5 3 5 3 2 4 5 5 3 2 4 3 2 2 2 1 2 3 3 5 1 3 4 5 3 1 5 5 3 1 3
"366" 19 "female" 18.3391003460208 2.8 FALSE 3 3 4 5 5 3 3 3 4 2 4 4 2 2 2 4 3 3 3 4 3 2 5 1 3 5 4 4 3 4 5 5 2 3
"367" 19 "male" 22.7903579254931 2.9 FALSE 2.5 3 1 4 3 4 1 3 2 3 2 2 1 1 3 3 3 2 2 4 5 4 5 4 4 5 3 3 2 4 5 4 3 5
"368" 20 "male" 23.6294896030246 3.5 TRUE 3.5 3 1 5 3 2 2 2 3 1 1 5 4 3 3 3 3 4 5 3 1 1 4 5 4 4 2 3 3 2 3 4 4 2
"369" 19 "female" 19.3771626297578 3.5 TRUE 1.5 2 1 5 3 4 4 4 2 4 5 4 3 4 2 2 2 3 5 3 2 2 5 3 5 4 3 3 2 2 2 5 1 2
"370" 18 "male" 24.515595463138 2.8 FALSE 4.5 3 5 5 4 4 1 2 2 3 5 3 1 1 4 3 3 2 1 5 4 1 5 1 3 4 1 4 3 2 3 5 4 5
"371" 18 "female" 20.0474456213038 2.9 FALSE 2.5 3 2 5 3 1 1 1 1 2 3 5 5 3 2 1 1 5 3 1 1 1 4 2 2 4 3 2 2 3 4 2 1 2
"372" 19 "male" 20.0154958677686 3.7 TRUE 3 2 5 4 3 2 2 2 2 1 4 4 2 2 2 3 2 3 2 4 3 2 4 3 3 5 4 4 3 4 4 2 2 4
"373" 18 "female" 20.7008167413151 3.6 TRUE 3 3 2 5 3 2 1 1 1 2 3 3 1 2 3 1 1 3 1 1 4 1 5 3 3 4 4 2 3 1 1 3 1 3
"374" 18 "female" 22.8395061728395 3.2 FALSE 1.5 3 1 5 3 1 1 1 2 3 4 5 4 4 4 3 1 2 1 2 1 2 5 1 2 4 5 2 2 5 5 4 1 2
"375" 19 "male" 22.8571428571429 2 FALSE 5 3 1 5 5 5 2 2 1 1 4 2 1 1 4 2 2 3 3 2 4 1 5 3 5 5 3 3 4 2 2 3 2 5
"376" 19 "female" 21.5645449137418 3.3 FALSE 3 3 4 5 3 4 1 2 4 3 4 4 1 1 3 3 3 4 3 3 4 1 5 3 3 5 4 2 3 3 2 3 2 2
"377" 18 "female" 21.8299521999323 2.8 FALSE 3.5 3 2 5 3 4 2 4 3 3 5 4 1 4 3 4 4 4 2 2 2 1 5 5 4 5 4 3 3 5 5 4 3 3
"378" 18 "female" 20.5761316872428 2.7 FALSE 2.5 3 2 4 3 2 2 2 4 3 3 3 1 2 3 3 3 3 2 3 3 3 4 3 4 4 2 5 4 3 3 2 1 4
"379" 19 "female" 18.6851211072664 2.7 FALSE 3.5 5 3 5 4 3 2 4 2 2 2 3 4 4 2 5 4 5 5 2 4 2 5 3 3 4 2 3 3 2 3 3 2 2
"380" 20 "female" 17.4449267718772 2.8 FALSE 4.5 3 5 5 3 4 2 2 2 3 5 3 1 1 4 2 3 2 2 5 1 1 5 1 2 5 5 3 1 5 5 3 1 3
"381" 19 "male" 20.4528853177502 3.3 FALSE 4 3 1 4 3 4 1 2 2 1 3 3 1 1 4 2 1 2 1 1 4 1 5 4 3 5 1 3 3 1 2 3 1 4
"382" 26 "female" 20.7008167413151 3.3 FALSE 1 4 1 3 2 1 3 3 3 4 1 1 1 1 1 1 1 1 1 1 1 2 4 2 2 4 4 1 1 3 3 5 1 1
"383" 19 "female" 17.3611111111111 2.8 FALSE 2 3 1 5 3 4 2 2 2 2 4 4 1 1 4 1 2 4 3 2 3 2 5 3 4 5 4 3 3 4 4 3 2 2
"384" 19 "female" 23.458562375267 3.4 TRUE 1.5 2 3 5 3 3 3 1 2 5 3 4 2 2 2 3 3 5 2 5 1 1 5 5 5 5 4 2 1 5 5 4 1 2
"385" 22 "male" 25.8805706350208 2 FALSE 4.5 3 2 5 4 4 3 1 5 3 5 3 1 1 2 2 1 1 1 3 1 4 5 4 5 5 3 5 3 5 5 5 1 5
"386" 20 "male" 23.8751147842057 2.1 FALSE 5 5 4 5 3 3 2 2 3 1 4 4 1 1 3 2 3 2 2 3 3 1 4 2 4 4 4 2 4 3 3 5 3 4
"387" 28 "female" 19.4444444444444 2.5 FALSE 5 5 5 5 3 4 1 1 1 1 5 3 3 3 3 3 2 4 3 1 3 1 5 3 5 5 5 1 1 5 2 3 1 1
"388" 21 "female" 19.723865877712 2.2 FALSE 2.5 3 2 4 4 2 1 1 2 3 4 5 3 4 3 5 4 4 4 2 1 1 5 5 5 5 4 2 2 5 5 4 1 3
"389" 19 "female" 18.9387755102041 3.2 FALSE 4 4 4 5 3 4 2 1 2 3 5 5 2 5 3 3 2 3 2 2 4 2 5 1 3 5 5 1 1 5 4 3 1 5
"390" 22 "male" 22.6346763241286 1.9 FALSE 5 3 1 5 5 3 1 1 1 1 3 2 1 4 5 5 1 2 3 1 1 1 5 3 3 5 1 2 2 1 1 4 2 5
"391" 19 "male" 18.9249412411099 2.6 FALSE 4 3 2 5 4 4 2 1 2 1 4 5 2 3 2 2 2 3 3 2 4 1 5 2 4 5 3 5 5 2 3 4 2 5
"392" 19 "female" 22.4996371026274 2.7 FALSE 2.5 2 2 4 2 2 2 3 3 3 2 3 2 3 1 4 3 3 5 2 3 3 5 1 2 5 4 1 2 5 5 4 2 1
"393" 22 "male" 21.8358948517679 2.1 FALSE 5 3 1 5 4 3 1 1 1 1 2 4 2 4 5 5 1 1 3 1 1 1 5 5 5 5 2 2 3 3 3 5 3 5
"394" 29 "male" 26.8749475098681 2.9 FALSE 3 3 3 5 3 2 4 3 3 3 3 3 1 1 1 3 3 3 3 4 2 4 4 2 3 5 3 2 3 3 3 4 3 3
"395" 18 "female" 22.3081499107674 4.5 TRUE 2 3 1 5 3 3 1 1 3 3 5 3 1 1 3 3 1 1 5 5 1 1 5 1 1 4 5 1 1 4 5 2 1 2
"396" 22 "female" 16.901027582477 3.3 FALSE 2.5 3 1 5 4 4 3 3 3 2 3 4 1 4 2 3 2 4 2 5 3 2 3 1 4 4 5 1 3 3 3 2 2 1
"397" 17 "female" 18.6620146861942 2.4 FALSE 2 4 2 5 3 3 2 2 3 4 3 1 1 2 2 4 4 2 3 5 2 2 5 2 3 5 3 3 4 3 3 4 4 4
"398" 20 "female" 17.7462289263531 3.2 FALSE 2 2 1 4 2 4 3 2 3 2 3 2 2 1 4 2 1 2 2 2 2 1 5 2 2 5 4 2 1 3 3 2 1 4
"399" 18 "female" 20.0474456213038 3 FALSE 3 3 1 5 3 3 2 4 4 2 4 5 2 2 5 4 4 5 2 2 2 2 3 4 3 4 3 3 3 3 3 3 4 4
"400" 22 "male" 21.827744904668 2.4 FALSE 3 5 3 5 5 5 1 1 1 1 4 3 1 3 4 4 2 5 4 1 4 1 5 5 5 5 3 4 3 5 5 3 3 5
"401" 19 "female" 20.7967298935064 3.3 FALSE 2.5 3 1 4 3 4 3 1 2 3 5 2 1 1 3 3 2 3 1 3 1 3 4 5 5 5 5 2 1 3 3 2 1 3
"402" 20 "male" 23.355636914531 1.9 FALSE 3.5 4 1 5 3 4 2 2 2 2 3 5 4 5 2 5 3 4 5 2 2 1 5 2 4 5 3 5 4 4 5 4 3 5
"403" 25 "male" 22.5459590704128 3.6 TRUE 3.5 2 1 3 3 2 2 4 3 2 4 3 1 2 1 1 1 2 1 1 1 2 3 5 4 5 2 2 2 1 1 4 2 1
"404" 19 "male" 24.6913580246914 1.4 FALSE 3.5 3 1 5 3 5 1 1 3 1 5 3 1 1 5 2 1 1 3 1 5 1 5 3 3 5 3 3 1 2 2 5 1 4
"405" 18 "female" 20.2812330989724 3.3 FALSE 3 2 2 5 3 3 2 5 4 5 3 5 4 4 3 4 3 5 3 4 1 2 4 4 3 5 5 2 3 5 5 3 1 2
"406" 20 "female" 19.5918367346939 3 FALSE 2.5 3 2 5 3 2 1 1 4 3 4 5 4 3 3 3 5 5 5 5 1 2 5 1 2 5 4 1 1 3 3 4 1 3
"407" 18 "female" 18.5567732222261 3 FALSE 2.5 2 2 5 3 2 1 1 2 4 2 5 3 3 1 2 3 5 5 2 1 1 5 4 4 4 3 4 2 3 3 3 3 4
"408" 30 "male" 24.6913580246914 2.7 FALSE 1.5 4 4 5 4 5 2 3 2 3 4 4 2 2 2 2 2 4 4 2 3 2 5 4 4 3 1 4 4 1 2 2 2 5
"409" 21 "female" 21.2183171945527 2.5 FALSE 4 3 4 5 4 5 3 5 3 4 5 4 2 3 4 3 4 5 4 5 4 4 5 2 4 5 5 5 2 5 5 5 3 4
"410" 22 "male" 18.005540166205 2.1 FALSE 1.5 3 1 5 4 4 4 1 5 1 1 2 4 1 1 1 4 4 4 1 5 4 5 1 4 3 2 4 4 3 2 5 5 2
"411" 22 "male" 22.9556843313457 2.6 FALSE 3 2 1 3 4 2 1 3 1 1 3 4 2 4 4 4 3 1 1 1 1 1 5 1 4 5 4 4 2 2 3 3 1 4
"412" 20 "female" 24.3910588392529 3.7 TRUE 3 2 2 5 4 3 2 1 5 3 4 5 3 5 3 2 4 3 1 5 1 1 5 1 3 5 5 2 1 5 5 3 1 2
"413" 19 "female" 23.5078053259871 3.3 FALSE 2 3 1 5 3 4 2 1 2 1 4 5 1 1 1 3 5 4 4 4 1 1 5 2 4 5 3 3 3 1 5 3 1 4
"414" 28 "female" 19.4931773879142 3.4 TRUE 3.5 4 4 3 3 4 2 2 2 1 4 2 1 1 3 2 3 3 3 3 2 1 5 2 5 5 4 3 3 4 2 4 2 1
"415" 22 "male" 23.9394809920521 2.3 FALSE 4 3 1 5 3 2 4 3 5 4 3 5 3 2 3 3 5 5 4 3 1 4 5 4 4 4 2 4 4 3 3 4 4 4
"416" 20 "female" 19.140625 2.1 FALSE 5 2 3 5 5 2 2 2 1 1 2 5 1 5 3 5 2 5 5 1 1 1 5 3 5 5 2 1 5 5 5 4 1 1
"417" 16 "female" 17.7154195011338 2.5 FALSE 5 3 4 4 3 3 2 2 2 3 3 2 1 1 5 1 1 2 1 5 4 2 1 2 2 5 5 1 1 5 4 1 1 1
"418" 19 "female" 20.5693296602388 2.3 FALSE 3 4 5 5 3 3 2 2 2 2 4 4 2 3 3 2 2 3 1 5 1 2 5 4 4 5 4 4 2 4 4 4 1 4
"419" 20 "female" 25.5937370619895 3.7 TRUE 1.5 1 5 5 5 3 3 1 4 4 2 5 2 2 1 2 3 4 5 3 2 2 5 1 2 3 5 2 5 5 5 5 2 4
"420" 21 "male" 22.7903579254931 2.3 FALSE 4 2 2 5 3 4 1 2 2 1 5 3 1 1 5 2 2 3 3 4 2 1 5 3 5 4 2 3 4 2 3 3 2 5
"421" 19 "female" 20.2020202020202 3.1 FALSE 3 4 1 5 3 2 2 1 2 4 2 5 2 2 1 4 5 4 5 2 1 2 5 2 3 5 5 3 3 3 4 3 1 1
"422" 25 "female" 17.9930795847751 2.9 FALSE 1 3 2 3 2 3 2 4 5 4 3 3 1 1 2 2 2 4 3 4 2 4 4 3 4 4 4 2 2 5 4 4 2 2
"423" 20 "female" 22.038567493113 3.2 FALSE 4 3 3 5 4 3 3 3 4 4 5 5 2 3 1 3 5 5 1 4 1 5 3 1 1 5 3 3 3 1 1 5 2 2
"424" 19 "female" 17.3010380622837 3.4 TRUE 3 1 4 5 3 3 2 1 3 2 2 4 1 1 1 3 2 3 5 3 1 1 5 1 1 4 3 2 4 5 5 4 2 3
"425" 19 "female" 19.6051919956733 3.1 FALSE 3 4 4 5 3 3 5 2 4 2 2 4 2 1 1 2 2 4 5 4 4 4 5 3 3 5 5 5 5 5 5 4 1 3
"426" 21 "female" 18.7260073031428 3.8 TRUE 4 4 3 5 3 4 5 3 4 2 4 4 2 2 2 2 4 4 2 5 2 2 4 4 5 3 5 1 5 2 2 4 1 1
"427" 22 "male" 23.0878681306881 2 FALSE 2.5 3 1 5 4 4 3 2 4 2 2 5 3 4 3 3 4 5 3 1 3 3 5 3 5 4 2 5 5 5 5 3 5 5
"428" 28 "female" 19.3698347107438 3.4 TRUE 1 4 1 5 3 2 2 1 5 5 4 4 1 1 1 1 1 2 1 4 5 4 5 2 1 5 5 5 3 5 5 5 4 2
"429" 21 "female" 17.7154195011338 1.9 FALSE 4 5 5 5 3 5 1 1 2 2 5 1 1 1 5 2 1 2 2 2 1 1 5 5 4 5 3 4 5 4 2 3 1 2
